2019-05-22T23:49:21+02:00,5989,78,84
2020-01-01T17:16:59+01:00,7915,12,26
2020-12-27T09:42:58+01:00,4645,70,10
2020-11-07T10:50:35+01:00,4586,5,68
2020-03-18T02:46:33+01:00,3224,29,71
2019-11-29T14:02:29+01:00,2901,63,22
2020-04-23T23:21:57+02:00,3309,54,53
2019-07-24T18:11:27+02:00,7974,62,44
2019-09-16T06:44:39+02:00,3872,75,81
2019-05-25T19:55:03+02:00,5341,44,44
2020-04-22T04:12:51+02:00,9282,19,56
2019-10-22T13:13:26+02:00,8861,15,45
2019-03-31T09:19:02+02:00,7375,74,5
2019-03-22T23:02:29+01:00,5888,23,82
2020-07-28T22:39:44+02:00,8415,95,49
2021-01-27T22:39:32+01:00,7764,43,47
2020-04-12T10:26:18+02:00,4194,49,61
2020-01-07T20:28:17+01:00,1927,36,36
2020-06-27T06:52:15+02:00,8887,62,48
2019-12-21T14:27:28+01:00,7360,24,93
2019-11-07T01:07:21+01:00,1624,82,46
2020-12-03T20:07:30+01:00,7697,67,33
2020-12-09T12:05:15+01:00,6709,18,56
2020-07-23T13:47:12+02:00,9553,10,51
2020-06-13T22:58:54+02:00,5619,28,39
2019-12-17T11:41:10+01:00,2238,92,72
2020-11-11T21:34:00+01:00,1756,52,40
2019-08-25T06:03:05+02:00,1028,69,98
2019-05-26T03:37:45+02:00,1585,75,71
2019-07-05T19:49:17+02:00,3234,55,3
2020-01-11T18:39:28+01:00,8481,48,94
2020-01-06T13:33:11+01:00,3290,97,29
2020-10-25T03:35:33+01:00,5746,41,31
2020-04-20T06:55:20+02:00,8845,45,48
2020-10-10T04:21:44+02:00,9108,1,5
2019-09-12T22:54:34+02:00,3123,27,26
2020-03-06T22:37:02+01:00,9192,51,99
2019-03-29T20:56:57+01:00,1296,59,43
2019-05-02T05:32:36+02:00,7567,88,8
2021-01-19T16:34:53+01:00,4006,7,56
2019-11-14T11:25:39+01:00,9765,24,37
2019-10-08T15:11:44+02:00,3767,25,60
2019-07-26T12:43:19+02:00,5398,54,26
2019-10-13T13:36:56+02:00,7766,42,53
2020-08-09T03:25:19+02:00,6509,70,1
2019-07-30T21:08:26+02:00,4979,97,9
2020-05-30T21:16:52+02:00,3414,82,5
2019-04-05T09:11:42+02:00,3359,9,77
2019-08-23T02:42:16+02:00,4111,81,92
2021-01-25T22:23:11+01:00,2560,70,94
2019-06-14T05:12:46+02:00,1048,38,35
2019-05-02T10:18:34+02:00,7460,58,10
2019-03-16T21:03:21+01:00,2730,26,60
2020-06-20T04:49:17+02:00,6917,61,2
2020-08-24T06:51:05+02:00,4862,80,75
2019-03-02T17:56:53+01:00,8392,46,65
2019-08-11T18:25:35+02:00,8655,67,43
2019-10-18T04:10:11+02:00,4309,68,6
2021-01-02T20:06:57+01:00,7977,5,66
2019-05-07T01:48:55+02:00,8965,44,37
2020-07-11T16:21:09+02:00,6972,1,28
2019-06-04T10:55:17+02:00,5248,72,66
2020-11-29T13:23:11+01:00,8986,50,27
2019-10-27T03:22:05+01:00,6962,45,87
2020-04-14T06:36:17+02:00,2327,71,68
2019-09-06T19:39:31+02:00,1057,93,24
2019-08-13T19:52:29+02:00,3043,61,48
2020-07-05T15:26:13+02:00,3088,51,53
2019-08-12T20:12:34+02:00,2887,74,98
2019-10-01T08:36:25+02:00,3335,30,50
2019-04-21T16:45:03+02:00,1818,67,60
2019-12-28T10:25:47+01:00,7071,75,38
2019-03-23T07:20:25+01:00,8343,26,90
2020-06-28T12:24:43+02:00,1503,49,37
2019-11-15T01:08:14+01:00,6175,48,78
2019-06-29T19:49:37+02:00,5995,82,2
2020-09-13T21:44:38+02:00,8135,17,19
2020-07-20T14:34:18+02:00,8629,46,87
2020-03-18T13:08:28+01:00,6953,79,92
2020-08-07T12:36:11+02:00,8230,16,70
2020-04-23T19:16:09+02:00,9135,52,85
2019-12-31T17:38:52+01:00,8280,43,37
2019-08-17T09:20:00+02:00,2598,35,61
2019-03-13T04:51:29+01:00,5970,42,57
2020-10-15T14:01:12+02:00,8427,80,31
2019-02-25T12:03:27+01:00,5620,86,77
2020-02-12T08:37:02+01:00,8871,86,81
2020-12-29T00:25:05+01:00,9964,45,85
2019-10-19T21:49:24+02:00,6036,7,5
2020-11-03T05:23:32+01:00,1314,37,52
2019-07-13T11:12:35+02:00,1882,48,51
2021-01-15T04:21:25+01:00,5832,81,78
2020-05-14T16:54:51+02:00,8369,3,49
2020-10-19T18:07:35+02:00,2631,31,34
2020-05-09T19:28:14+02:00,3285,63,17
2019-05-05T16:42:36+02:00,1285,100,22
2019-11-07T09:04:05+01:00,7876,37,27
2020-04-18T21:11:11+02:00,9772,48,22
2020-10-03T10:28:58+02:00,6828,29,99
2019-05-10T05:48:45+02:00,6425,88,12
2019-07-29T09:59:02+02:00,3296,44,44
2019-11-08T05:44:17+01:00,8012,12,72
2019-06-01T00:03:58+02:00,5122,66,59
2021-02-01T16:10:44+01:00,4731,52,39
2020-02-22T13:57:12+01:00,8304,5,89
2019-12-28T14:08:03+01:00,5288,9,99
2019-04-23T10:47:30+02:00,4625,70,19
2020-06-20T22:07:05+02:00,7983,63,48
2019-07-28T05:23:57+02:00,2426,60,5
2021-01-13T01:13:22+01:00,1251,53,64
2021-01-06T08:02:52+01:00,6677,59,31
2020-12-01T00:58:53+01:00,2798,41,96
2020-03-12T18:28:19+01:00,7672,10,28
2020-10-10T15:57:07+02:00,2022,62,83
2020-05-13T10:06:45+02:00,5156,86,63
2020-02-02T01:28:05+01:00,1094,60,83
2019-11-30T23:43:29+01:00,8448,28,37
2020-06-16T02:26:27+02:00,1812,94,61
2020-06-22T08:04:23+02:00,1608,96,64
